# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
    1.1e-06   26.0   0.2    3.1e-06   24.6   0.2    1.8  1  Q96TL5|reviewed|Mitogen-activated                  protein kinase hog-1|taxID:36711
    1.1e-06   26.0   0.6    3.4e-06   24.4   0.6    1.9  1  Q9SSL9|reviewed|Leucine-rich                       repeat receptor-like protein kin
    1.1e-06   26.0   0.2    3.1e-06   24.6   0.2    1.8  1  Q6PWX2|reviewed|Mitogen-activated                  protein kinase HOG1|taxID:176275
    1.1e-06   26.0   0.3    3.7e-06   24.3   0.3    2.0  1  Q6GLY8|reviewed|Serine/threonine-protein           kinase Sgk1-B|taxID:8355
    1.1e-06   26.0   0.3    3.6e-06   24.3   0.3    2.0  1  Q5Q0U5|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:8078
    1.1e-06   26.0   0.3    3.7e-06   24.3   0.3    2.0  1  Q6GPN6|reviewed|Serine/threonine-protein           kinase Sgk1-A|taxID:8355
    1.1e-06   25.9   0.3    3.6e-06   24.3   0.3    2.0  1  Q4R633|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:9541
    1.1e-06   25.9   0.3    3.6e-06   24.3   0.3    2.0  1  Q9WVC6|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:10090
    1.1e-06   25.9   0.3    3.6e-06   24.3   0.3    2.0  1  O00141|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:9606
    1.1e-06   25.9   0.3    3.6e-06   24.3   0.3    2.0  1  A7MB74|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:9913
    1.1e-06   25.9   0.4    2.4e-06   24.9   0.4    1.6  1  Q9U1Y5|reviewed|Serine/threonine-protein           kinase chk-2|taxID:6239
    1.1e-06   25.9   1.7    3.2e-06   24.5   1.7    1.8  1  Q6CWQ4|reviewed|Spindle                            assembly checkpoint kinase|taxID
    1.1e-06   25.9   0.3    3.6e-06   24.3   0.3    1.9  1  Q9XT18|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:9986
    1.1e-06   25.9   0.3    2.2e-06   25.1   0.3    1.5  1  O43930|reviewed|Putative                           serine/threonine-protein kinase 
    1.2e-06   25.9   0.3    3.6e-06   24.3   0.3    1.9  1  Q6U1I9|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:9031
    1.2e-06   25.9   2.3    3.2e-06   24.5   2.3    1.8  1  Q6NU98|reviewed|Serine/threonine-protein           kinase pdik1l-B|taxID:8355
    1.2e-06   25.9   0.5    2.5e-06   24.8   0.5    1.6  1  P32490|reviewed|MAP                                kinase kinase MKK1/SSP32|taxID:5
    1.2e-06   25.9   0.7    3.3e-06   24.5   0.7    1.9  1  Q13555|reviewed|Calcium/calmodulin-dependent       protein kinase type II subunit g
    1.2e-06   25.9   0.2    3.3e-06   24.5   0.2    1.9  1  Q6C4M9|reviewed|Mitogen-activated                  protein kinase HOG1|taxID:284591
    1.2e-06   25.9   0.3    3.7e-06   24.3   0.3    1.9  1  Q7ZTW4|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:7955
    1.2e-06   25.9   1.0      3e-06   24.6   1.0    1.8  1  Q61XD3|reviewed|Aurora/IPL1-related                protein kinase 2|taxID:6238
    1.2e-06   25.9   2.3    3.2e-06   24.5   2.3    1.8  1  Q6NU47|reviewed|Serine/threonine-protein           kinase pdik1l-A|taxID:8355
    1.2e-06   25.9   1.5    3.9e-06   24.2   1.5    2.0  1  C0LGU1|reviewed|Probable                           LRR receptor-like serine/threoni
    1.2e-06   25.9   0.3    3.6e-06   24.3   0.3    1.9  1  Q06226|reviewed|Serine/threonine-protein           kinase Sgk1|taxID:10116
    1.2e-06   25.9   1.0    2.7e-06   24.7   1.0    1.7  1  Q683C9|reviewed|Serine/threonine-protein           kinase Aurora-2|taxID:3702
    1.2e-06   25.8   0.3    2.9e-06   24.6   0.3    1.7  1  P51817|reviewed|cAMP-dependent                     protein kinase catalytic subunit
    1.2e-06   25.8   1.0    2.9e-06   24.7   1.0    1.7  1  Q9M077|reviewed|Serine/threonine-protein           kinase Aurora-1|taxID:3702
    1.2e-06   25.8   1.7    1.2e-06   25.8   1.7    1.9  1  A1A5Q6|reviewed|Sperm                              motility kinase|taxID:10116
    1.2e-06   25.8   0.3    2.7e-06   24.7   0.3    1.6  1  B9FKW9|reviewed|Calcium-dependent                  protein kinase 14|taxID:39947
    1.2e-06   25.8   0.3    2.9e-06   24.7   0.3    1.7  1  Q2RAV0|reviewed|Calcium-dependent                  protein kinase 25|taxID:39947
    1.2e-06   25.8   0.3    2.9e-06   24.7   0.3    1.7  1  Q2QY37|reviewed|Calcium-dependent                  protein kinase 26|taxID:39947
    1.2e-06   25.8   0.2    2.6e-06   24.8   0.2    1.6  1  Q09136|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.2e-06   25.8   0.9    2.9e-06   24.6   0.9    1.7  1  A5GFW1|reviewed|Aurora                             kinase A|taxID:9823
    1.3e-06   25.8   1.0      3e-06   24.6   1.0    1.7  1  O01427|reviewed|Aurora/IPL1-related                protein kinase 2|taxID:6239
    1.3e-06   25.8   0.4    4.8e-06   24.0   0.4    2.1  1  Q00168|reviewed|Calcium/calmodulin-dependent       protein kinase type II alpha cha
    1.3e-06   25.8   0.9    2.8e-06   24.7   0.9    1.6  1  P97477|reviewed|Aurora                             kinase A|taxID:10090
    1.3e-06   25.8   0.9    2.4e-06   24.9   0.9    1.5  1  J9VH94|reviewed|Serine/threonine-protein           kinase PDK1|taxID:235443
    1.3e-06   25.8   0.9    2.9e-06   24.6   0.9    1.7  1  A0A8I3S724|reviewed|Aurora                         kinase A|taxID:9615
    1.3e-06   25.8   0.9    2.9e-06   24.6   0.9    1.7  1  Q2TA06|reviewed|Aurora                             kinase A|taxID:9913
    1.3e-06   25.8   0.6    3.3e-06   24.5   0.6    1.8  1  Q20347|reviewed|MAP                                kinase kinase mkk-4|taxID:6239
    1.3e-06   25.8   0.9    2.9e-06   24.7   0.9    1.6  1  P59241|reviewed|Aurora                             kinase A|taxID:10116
    1.3e-06   25.8   0.7    3.3e-06   24.5   0.7    1.8  1  Q8IYT8|reviewed|Serine/threonine-protein           kinase ULK2|taxID:9606
    1.3e-06   25.8   0.3    2.9e-06   24.6   0.3    1.7  1  Q1PFH8|reviewed|Calcium-dependent                  protein kinase 19|taxID:3702
    1.3e-06   25.7   1.4    2.6e-05   21.7   0.6    2.7  1  O35832|reviewed|Cyclin-dependent                   kinase 18|taxID:10116
    1.3e-06   25.7   1.4    2.6e-06   24.8   0.4    2.1  1  A3EZ55|reviewed|Mitogen-activated                  protein kinase HOG1A|taxID:12992
    1.3e-06   25.7   0.3    2.9e-06   24.7   0.3    1.6  1  Q922R0|reviewed|cAMP-dependent                     protein kinase catalytic subunit
    1.3e-06   25.7   1.2    6.1e-06   23.6   0.7    2.3  1  Q9SYM9|reviewed|Receptor-like                      serine/threonine-protein kinase 
    1.3e-06   25.7   0.1    3.4e-06   24.4   0.1    1.8  1  P34208|reviewed|Serine/threonine-protein           kinase chk1|taxID:284812
    1.3e-06   25.7   0.7    3.3e-06   24.5   0.7    1.7  1  Q9QY01|reviewed|Serine/threonine-protein           kinase ULK2|taxID:10090
    1.3e-06   25.7   0.7    1.5e-05   22.4   0.3    2.4  1  Q2RBF0|reviewed|CBL-interacting                    protein kinase 15|taxID:39947
    1.3e-06   25.7   0.7    1.5e-05   22.4   0.3    2.4  1  Q2QYM3|reviewed|CBL-interacting                    protein kinase 14|taxID:39947
    1.3e-06   25.7   0.4    3.2e-06   24.5   0.4    1.7  1  O19175|reviewed|Casein                             kinase I isoform alpha|taxID:982
    1.3e-06   25.7   1.0    3.8e-06   24.3   1.0    1.8  1  Q39023|reviewed|Mitogen-activated                  protein kinase 3|taxID:3702
    1.4e-06   25.7   0.9    3.4e-06   24.5   0.9    1.7  1  Q61RA2|reviewed|Serine/threonine-protein           kinase chk-1|taxID:6238
    1.4e-06   25.7   0.7    4.4e-06   24.1   0.7    2.0  1  O62305|reviewed|Calcium/calmodulin-dependent       protein kinase type II|taxID:623
    1.4e-06   25.7   0.3    4.3e-06   24.1   0.3    1.9  1  Q8R4V0|reviewed|Serine/threonine-protein           kinase Sgk3|taxID:10116
    1.4e-06   25.7   0.3    4.3e-06   24.1   0.3    1.9  1  Q9ERE3|reviewed|Serine/threonine-protein           kinase Sgk3|taxID:10090
    1.4e-06   25.6   0.4    4.2e-06   24.1   0.4    1.9  1  Q5RCC4|reviewed|Calcium/calmodulin-dependent       protein kinase type II subunit a
    1.4e-06   25.6   0.4    4.2e-06   24.1   0.4    1.9  1  Q9UQM7|reviewed|Calcium/calmodulin-dependent       protein kinase type II subunit a
    1.4e-06   25.6   0.4    4.2e-06   24.1   0.4    1.9  1  P11275|reviewed|Calcium/calmodulin-dependent       protein kinase type II subunit a
    1.4e-06   25.6   0.4    4.2e-06   24.1   0.4    1.9  1  P11798|reviewed|Calcium/calmodulin-dependent       protein kinase type II subunit a
    1.4e-06   25.6   0.3    2.9e-06   24.6   0.3    1.6  1  Q0DYK7|reviewed|Calcium-dependent                  protein kinase 5|taxID:39947
    1.4e-06   25.6   0.7    4.3e-06   24.1   0.7    1.9  1  P0DP15|reviewed|Sucrose                            non-fermenting protein kinase 1|
    1.4e-06   25.6   1.4    2.6e-05   21.7   0.6    2.7  1  Q04899|reviewed|Cyclin-dependent                   kinase 18|taxID:10090
    1.4e-06   25.6   0.7    2.9e-06   24.7   0.7    1.5  1  Q8G4G1|reviewed|Probable                           serine/threonine-protein kinase 
    1.4e-06   25.6   0.5    3.3e-06   24.5   0.5    1.7  1  Q9NAH6|reviewed|Ribosomal                          protein S6 kinase beta|taxID:623
    1.4e-06   25.6   0.6      4e-06   24.2   0.6    1.8  1  Q99078|reviewed|Dual                               specificity protein kinase FUZ7|
    1.4e-06   25.6   0.5    3.8e-06   24.3   0.5    1.8  1  A4IGM9|reviewed|Aurora                             kinase B|taxID:8364
    1.4e-06   25.6   0.1    5.4e-06   23.8   0.1    2.1  1  Q54BF0|reviewed|Probable                           serine/threonine-protein kinase 
    1.4e-06   25.6   0.7    3.5e-06   24.4   0.7    1.7  1  P45894|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.5e-06   25.6   0.5    3.8e-06   24.3   0.5    1.8  1  Q6DE08|reviewed|Aurora                             kinase B-A|taxID:8355
    1.5e-06   25.6   0.4    4.6e-06   24.0   0.4    1.9  1  Q38997|reviewed|SNF1-related                       protein kinase catalytic subunit
    1.5e-06   25.6   1.1    9.7e-06   23.0   0.5    2.4  1  P54736|reviewed|Serine/threonine-protein           kinase pkn2|taxID:34
    1.5e-06   25.6   0.6    3.6e-06   24.4   0.6    1.7  1  Q24324|reviewed|Dual                               specificity mitogen-activated pr
    1.5e-06   25.6   0.2    3.8e-06   24.3   0.2    1.8  1  P38147|reviewed|Serine/threonine-protein           kinase CHK1|taxID:559292
    1.5e-06   25.6   0.5    3.9e-06   24.3   0.5    1.8  1  Q6GPL3|reviewed|Aurora                             kinase B-B|taxID:8355
    1.5e-06   25.6   0.3      4e-06   24.2   0.3    1.8  1  Q9Y899|reviewed|Calcium/calmodulin-dependent       protein kinase cmkB|taxID:162425
    1.5e-06   25.6   0.3    4.3e-06   24.1   0.3    1.8  1  Q5R7A7|reviewed|Serine/threonine-protein           kinase Sgk3|taxID:9601
    1.5e-06   25.6   0.3    4.3e-06   24.1   0.3    1.8  1  Q96BR1|reviewed|Serine/threonine-protein           kinase Sgk3|taxID:9606
    1.5e-06   25.5   0.7    3.5e-06   24.4   0.7    1.7  1  Q8C1R0|reviewed|Testis-specific                    serine/threonine-protein kinase 
    1.5e-06   25.5   0.2    1.5e-06   25.5   0.2    2.5  1  Q4PKS0|reviewed|Mitogen-activated                  protein kinase HOG1|taxID:948311
    1.5e-06   25.5   2.4    7.2e-06   23.4   0.3    2.6  1  Q21734|reviewed|Putative                           ribosomal protein S6 kinase alph
    1.5e-06   25.5   1.4    5.1e-06   23.9   0.3    2.3  1  Q8BW96|reviewed|Calcium/calmodulin-dependent       protein kinase type 1D|taxID:100
    1.5e-06   25.5   0.9    3.1e-06   24.6   0.9    1.6  1  Q90ZY4|reviewed|Serine/threonine-protein           kinase SBK1|taxID:7955
    1.5e-06   25.5   1.4    5.1e-06   23.9   0.3    2.3  1  Q8IU85|reviewed|Calcium/calmodulin-dependent       protein kinase type 1D|taxID:960
    1.5e-06   25.5   0.7    4.1e-06   24.2   0.7    1.8  1  P04551|reviewed|Cyclin-dependent                   kinase 1|taxID:284812
    1.6e-06   25.5   0.9    4.4e-06   24.1   0.4    2.2  1  Q6DEH3|reviewed|Calcium/calmodulin-dependent       protein kinase type II delta 1 c
    1.6e-06   25.5   0.5    3.9e-06   24.2   0.5    1.7  1  Q00532|reviewed|Cyclin-dependent                   kinase-like 1|taxID:9606
    1.6e-06   25.5   0.2    1.6e-06   25.5   0.2    2.6  1  Q4PNJ1|reviewed|Mitogen-activated                  protein kinase HOG1|taxID:5516
    1.6e-06   25.5   0.1    4.5e-06   24.1   0.1    1.8  1  Q5U2N4|reviewed|MAP                                kinase-interacting serine/threon
    1.6e-06   25.5   0.2    3.9e-06   24.2   0.2    1.7  1  Q5RD00|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.6e-06   25.5   1.4      3e-05   21.5   0.2    2.8  1  Q05101|reviewed|Serine/threonine-protein           kinase US3 homolog|taxID:10388
    1.6e-06   25.5   1.4      3e-05   21.5   0.2    2.8  1  Q9E6L8|reviewed|Protein                            kinase US3 homolog|taxID:10389
    1.6e-06   25.5   0.2    5.9e-06   23.7   0.2    2.1  1  O43077|reviewed|Sporulation                        protein kinase mde3|taxID:284812
    1.6e-06   25.5   0.3    4.3e-06   24.1   0.3    1.8  1  Q9P7I2|reviewed|Calcium/calmodulin-dependent       protein kinase type I|taxID:2848
    1.6e-06   25.4   3.2    4.6e-06   24.0   3.2    1.8  1  Q32PP3|reviewed|Serine/threonine-protein           kinase pdik1l|taxID:7955
    1.6e-06   25.4   0.1    4.6e-06   24.0   0.1    1.8  1  Q66I46|reviewed|MAP                                kinase-interacting serine/threon
    1.6e-06   25.4   2.2    4.2e-06   24.1   0.7    2.6  1  Q9FII5|reviewed|Leucine-rich                       repeat receptor-like protein kin
    1.6e-06   25.4   1.2    3.9e-06   24.3   1.2    1.7  1  O04534|reviewed|Putative                           L-type lectin-domain containing 
    1.6e-06   25.4   0.5    5.1e-06   23.9   0.5    1.9  1  Q9SIT1|reviewed|Receptor-like                      kinase TMK3|taxID:3702
    1.6e-06   25.4   1.0    4.1e-06   24.2   1.0    1.7  1  Q9LU47|reviewed|Putative                           U-box domain-containing protein 
    1.6e-06   25.4   1.3    6.1e-06   23.6   0.3    2.5  1  P27466|reviewed|Calcium/calmodulin-dependent       protein kinase I|taxID:559292
    1.7e-06   25.4   0.8    4.7e-05   20.9   0.3    3.0  1  Q00537|reviewed|Cyclin-dependent                   kinase 17|taxID:9606
    1.7e-06   25.4   0.5    3.8e-06   24.3   0.5    1.7  1  Q66HE7|reviewed|Cyclin-dependent                   kinase-like 1|taxID:10116
    1.7e-06   25.4   1.2    3.8e-06   24.3   1.2    1.7  1  O04533|reviewed|Putative                           L-type lectin-domain containing 
    1.7e-06   25.4   0.7    3.5e-06   24.4   0.7    1.6  1  Q6FV07|reviewed|Spindle                            assembly checkpoint kinase|taxID
    1.7e-06   25.4   0.8    4.7e-05   20.9   0.3    3.0  1  Q8K0D0|reviewed|Cyclin-dependent                   kinase 17|taxID:10090
    1.7e-06   25.4   0.3    2.9e-06   24.7   0.3    1.4  1  Q9XBQ0|reviewed|Serine/threonine-protein           kinase pkn3|taxID:34
    1.7e-06   25.4   0.3      4e-06   24.2   0.3    1.7  1  O64682|reviewed|Protein                            kinase PINOID|taxID:3702
    1.7e-06   25.4   0.6    4.2e-06   24.2   0.6    1.7  1  O08875|reviewed|Serine/threonine-protein           kinase DCLK1|taxID:10116
    1.7e-06   25.4   0.5    3.8e-06   24.3   0.5    1.7  1  Q8CEQ0|reviewed|Cyclin-dependent                   kinase-like 1|taxID:10090
    1.7e-06   25.4   0.3    4.5e-06   24.0   0.3    1.8  1  A0A5K1K8H0|reviewed|Calcium-dependent              protein kinase 5|taxID:36329
    1.7e-06   25.4   0.4    4.5e-06   24.1   0.4    1.8  1  Q02723|reviewed|Carbon                             catabolite-derepressing protein 
    1.7e-06   25.4   0.2    3.9e-06   24.2   0.2    1.7  1  Q09137|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.7e-06   25.3   1.0    1.7e-05   22.2   0.3    2.8  1  Q9VT57|reviewed|Cyclin-dependent                   kinase 8|taxID:7227
    1.7e-06   25.3   0.2    3.9e-06   24.2   0.2    1.6  1  P54646|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.7e-06   25.3   0.2    3.9e-06   24.2   0.2    1.6  1  Q28948|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.7e-06   25.3   0.2    3.9e-06   24.2   0.2    1.6  1  Q8BRK8|reviewed|5'-AMP-activated                   protein kinase catalytic subunit
    1.8e-06   25.3   1.1    6.6e-06   23.5   1.1    2.1  1  P06784|reviewed|Serine/threonine-protein           kinase STE7|taxID:559292
    1.8e-06   25.3   1.0    3.9e-06   24.2   1.0    1.6  1  Q54WX4|reviewed|Aurora                             kinase|taxID:44689
    1.8e-06   25.3   0.4    4.3e-06   24.1   0.4    1.7  1  Q9FMY3|reviewed|Serine/threonine-protein           kinase-like protein At5g23170|ta
    1.8e-06   25.3   0.1    4.6e-06   24.0   0.1    1.8  1  Q6P431|reviewed|MAP                                kinase-interacting serine/threon
    1.8e-06   25.3   0.7    5.5e-06   23.8   0.7    1.9  1  Q9LSV3|reviewed|Putative                           wall-associated receptor kinase-
    1.8e-06   25.3   3.2    4.6e-06   24.0   3.2    1.8  1  Q5RER6|reviewed|Serine/threonine-protein           kinase PDIK1L|taxID:9601
    1.8e-06   25.3   0.8    4.7e-05   20.9   0.3    2.9  1  O35831|reviewed|Cyclin-dependent                   kinase 17|taxID:10116
    1.8e-06   25.3   0.5    4.3e-06   24.1   0.5    1.7  1  P50530|reviewed|Serine/threonine-protein           kinase sck1|taxID:284812
    1.8e-06   25.3   3.2    4.6e-06   24.0   3.2    1.8  1  Q8N165|reviewed|Serine/threonine-protein           kinase PDIK1L|taxID:9606
    1.8e-06   25.3   0.1    4.6e-06   24.0   0.1    1.7  1  Q9HBH9|reviewed|MAP                                kinase-interacting serine/threon
    1.8e-06   25.3   3.2    4.6e-06   24.0   3.2    1.8  1  Q8QZR7|reviewed|Serine/threonine-protein           kinase PDIK1L|taxID:10090
    1.8e-06   25.3   0.4    5.7e-06   23.7   0.4    1.9  1  O42844|reviewed|Calcium/calmodulin-dependent       protein kinase type II|taxID:284
    1.8e-06   25.3   0.4    4.5e-06   24.1   0.4    1.7  1  Q852Q2|reviewed|Serine/threonine                   protein kinase OSK1|taxID:39947
    1.8e-06   25.3   0.5    5.1e-06   23.9   0.5    1.8  1  P43298|reviewed|Receptor                           protein kinase TMK1|taxID:3702
    1.8e-06   25.3   0.1    4.9e-06   23.9   0.1    1.8  1  O15865|reviewed|Calcium-dependent                  protein kinase 2|taxID:5839
    1.8e-06   25.3   0.1    4.9e-06   23.9   0.1    1.8  1  Q8ICR0|reviewed|Calcium-dependent                  protein kinase 2|taxID:36329
    1.8e-06   25.3   0.4    4.5e-06   24.0   0.4    1.7  1  B8BBT7|reviewed|Serine/threonine                   protein kinase OSK4|taxID:39946
    1.8e-06   25.3   0.4    4.5e-06   24.0   0.4    1.7  1  Q852Q1|reviewed|Serine/threonine                   protein kinase OSK4|taxID:39947
